campus_id,timestamp,apparent_temperature,air_temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction
1,2025-02-10 02:00:00,-0.7,8.6,2.0,67.2,11.1,114.3
1,2025-02-10 03:00:00,5.1,13.3,7.1,69.1,10.9,198.0
1,2025-02-10 04:00:00,10.6,14.7,7.3,63.1,5.1,295.3
1,2025-02-10 05:00:00,4.7,14.8,6.7,59.4,13.4,311.1
1,2025-02-10 06:00:00,10.3,18.9,9.2,51.6,11.9,7.0
1,2025-02-10 07:00:00,18.8,23.5,14.1,53.1,8.2,34.7
1,2025-02-10 08:00:00,15.5,23.2,11.3,40.5,10.7,246.5
1,2025-02-10 09:00:00,11.8,22.9,10.8,39.7,15.4,70.9
1,2025-02-10 10:00:00,16.7,23.0,13.7,53.3,10.3,346.7
1,2025-02-10 11:00:00,18.6,25.6,15.2,48.1,11.7,356.8
1,2025-02-10 12:00:00,25.2,27.3,15.5,40.9,4.2,116.5
1,2025-02-10 13:00:00,15.4,21.5,12.0,52.5,9.4,213.9
1,2025-02-10 14:00:00,17.0,24.7,15.5,53.9,13.1,72.5
1,2025-02-10 15:00:00,-1.3,13.8,3.6,49.1,19.5,162.2
1,2025-02-10 16:00:00,0.3,13.1,4.1,54.9,16.5,256.1
1,2025-02-10 17:00:00,6.9,12.4,4.6,60.9,6.2,154.0
1,2025-02-10 18:00:00,1.0,7.9,1.5,68.1,7.6,350.2
1,2025-02-10 19:00:00,1.6,7.9,0.6,63.5,6.4,140.4
1,2025-02-10 20:00:00,3.5,8.7,3.4,73.3,5.6,337.4
1,2025-02-10 21:00:00,-8.0,2.3,-2.1,78.2,11.7,253.1
1,2025-02-10 22:00:00,2.7,7.0,3.3,81.7,4.3,354.2
1,2025-02-10 23:00:00,-6.1,3.7,1.5,89.0,11.6,136.5
1,2025-02-11 00:00:00,-5.7,6.4,2.0,78.1,15.1,16.7
1,2025-02-11 01:00:00,0.1,7.6,3.4,79.1,8.9,206.3
1,2025-02-11 02:00:00,4.8,8.9,2.3,67.1,3.8,3.5
1,2025-02-11 03:00:00,9.5,17.2,9.0,59.1,10.8,64.8
1,2025-02-11 04:00:00,2.8,14.0,6.6,62.9,15.0,154.5
1,2025-02-11 05:00:00,14.6,18.3,11.8,67.4,6.3,335.1
1,2025-02-11 06:00:00,7.5,18.6,7.9,46.6,14.9,283.8
1,2025-02-11 07:00:00,19.5,23.1,13.5,52.2,6.3,182.5
1,2025-02-11 08:00:00,13.5,23.2,13.3,50.3,14.9,141.7
1,2025-02-11 09:00:00,11.6,22.7,10.9,41.0,15.4,311.9
1,2025-02-11 10:00:00,17.0,28.5,15.3,34.1,17.0,309.9
1,2025-02-11 11:00:00,19.4,23.7,12.9,45.9,6.7,215.9
1,2025-02-11 12:00:00,12.8,20.9,10.6,48.3,11.4,320.2
1,2025-02-11 13:00:00,9.3,18.3,7.9,48.2,11.9,338.0
1,2025-02-11 14:00:00,14.3,19.6,10.8,55.8,7.8,341.5
1,2025-02-11 15:00:00,6.8,17.4,8.2,53.8,14.5,212.7
1,2025-02-11 16:00:00,7.0,13.8,7.8,69.8,9.2,358.6
1,2025-02-11 17:00:00,8.1,15.7,9.0,66.6,10.8,163.5
1,2025-02-11 18:00:00,5.6,13.2,7.6,71.9,10.3,322.2
1,2025-02-11 19:00:00,-6.4,6.1,-0.4,67.4,15.2,68.5
1,2025-02-11 20:00:00,5.4,8.5,4.2,78.4,2.8,187.9
1,2025-02-11 21:00:00,8.3,9.3,5.0,78.5,0.1,271.1
1,2025-02-11 22:00:00,0.1,6.8,2.2,77.0,7.4,314.6
1,2025-02-11 23:00:00,-5.2,2.6,-2.2,76.1,8.0,130.9
1,2025-02-12 00:00:00,1.7,4.8,1.2,82.1,2.1,18.4
1,2025-02-12 01:00:00,-6.4,9.5,3.6,70.5,21.0,173.4
1,2025-02-12 02:00:00,0.3,8.8,2.0,65.8,10.0,225.7
1,2025-02-12 03:00:00,6.7,13.2,6.7,67.7,8.4,24.8
1,2025-02-12 04:00:00,10.8,17.9,11.2,66.5,10.8,102.6
1,2025-02-12 05:00:00,3.5,14.3,5.4,55.5,14.0,147.9
1,2025-02-12 06:00:00,4.3,18.6,8.4,48.9,19.7,294.5
1,2025-02-12 07:00:00,11.2,21.7,11.0,46.5,14.9,223.9
1,2025-02-12 08:00:00,16.1,20.0,10.0,50.1,5.3,231.7
1,2025-02-12 09:00:00,20.7,24.4,12.5,40.5,5.4,237.5
1,2025-02-12 10:00:00,15.8,23.7,10.2,32.6,10.0,145.4
1,2025-02-12 11:00:00,18.1,24.2,14.2,50.0,10.1,317.9
1,2025-02-12 12:00:00,13.6,21.6,9.8,41.0,10.7,172.9
1,2025-02-12 13:00:00,9.9,20.0,8.7,43.3,13.5,21.5
1,2025-02-12 14:00:00,8.2,16.8,7.1,51.3,11.2,204.2
1,2025-02-12 15:00:00,4.0,15.8,7.1,56.7,16.0,34.2
1,2025-02-12 16:00:00,2.9,15.6,6.0,52.2,16.8,5.7
1,2025-02-12 17:00:00,6.0,12.1,4.3,61.0,7.0,223.5
1,2025-02-12 18:00:00,1.6,10.5,4.1,68.2,11.1,292.8
1,2025-02-12 19:00:00,1.3,8.3,3.3,75.1,8.1,192.0
1,2025-02-12 20:00:00,-1.6,4.9,-0.1,75.0,6.6,0.7
1,2025-02-12 21:00:00,-1.2,1.5,-3.0,77.6,0.6,135.2
1,2025-02-12 22:00:00,-2.3,2.9,-0.4,83.3,4.6,73.8
1,2025-02-12 23:00:00,-3.7,6.0,2.6,83.0,11.8,352.5
1,2025-02-13 00:00:00,8.7,9.7,6.1,81.9,0.3,122.3
1,2025-02-13 01:00:00,-0.0,6.8,0.8,70.0,7.3,288.6
1,2025-02-13 02:00:00,-1.2,8.4,2.5,70.5,11.7,237.6
1,2025-02-13 03:00:00,6.6,12.3,7.1,74.1,7.4,116.5
1,2025-02-13 04:00:00,4.1,13.3,6.3,65.1,12.1,230.7
1,2025-02-13 05:00:00,10.4,19.0,8.9,49.6,11.7,174.7
1,2025-02-13 06:00:00,9.0,17.6,9.4,58.8,12.2,19.0
1,2025-02-13 07:00:00,18.1,25.7,15.4,48.6,12.7,313.0
1,2025-02-13 08:00:00,18.9,22.8,11.4,42.8,5.4,170.2
1,2025-02-13 09:00:00,14.5,22.7,8.8,30.6,9.9,116.3
1,2025-02-13 10:00:00,21.7,28.5,15.2,33.7,10.2,156.6
1,2025-02-13 11:00:00,14.3,25.6,13.2,38.2,16.3,305.6
1,2025-02-13 12:00:00,20.2,25.2,13.3,40.5,7.6,203.5
1,2025-02-13 13:00:00,18.7,23.1,12.6,47.7,6.9,53.5
1,2025-02-13 14:00:00,18.0,20.3,11.0,53.3,3.5,323.7
1,2025-02-13 15:00:00,8.6,18.2,9.4,55.9,13.5,320.3
1,2025-02-13 16:00:00,3.4,13.0,7.4,71.8,13.0,130.0
1,2025-02-13 17:00:00,1.6,13.5,6.1,62.9,15.9,64.3
1,2025-02-13 18:00:00,-3.5,5.7,-0.2,70.4,10.4,327.1
1,2025-02-13 19:00:00,-5.2,5.9,1.6,78.7,13.6,331.8
1,2025-02-13 20:00:00,-6.1,3.5,-0.9,77.8,10.9,30.5
1,2025-02-13 21:00:00,-3.9,5.5,2.6,85.7,11.4,173.2
1,2025-02-13 22:00:00,0.3,3.9,-0.3,79.0,2.5,172.3
1,2025-02-13 23:00:00,-0.8,7.6,4.7,85.3,10.5,194.3
1,2025-02-14 00:00:00,3.2,8.4,2.8,72.1,5.5,55.7
1,2025-02-14 01:00:00,1.8,9.7,4.2,72.3,9.6,299.4
1,2025-02-14 02:00:00,5.6,10.5,4.8,71.7,5.6,17.2
1,2025-02-14 03:00:00,11.4,12.5,6.0,67.3,0.5,337.9
1,2025-02-14 04:00:00,13.0,18.4,9.0,52.8,7.3,162.2
1,2025-02-14 05:00:00,7.7,15.3,6.7,57.0,9.8,351.1
1,2025-02-14 06:00:00,15.2,18.8,8.1,46.3,4.2,92.7
1,2025-02-14 07:00:00,21.7,23.6,11.7,40.6,2.5,352.4
1,2025-02-14 08:00:00,16.1,24.8,11.6,34.0,11.7,339.4
1,2025-02-14 09:00:00,19.2,24.4,12.2,39.1,7.3,233.9
1,2025-02-14 10:00:00,18.2,26.1,14.6,42.6,12.4,233.2
1,2025-02-14 11:00:00,17.2,22.5,10.5,39.9,6.9,344.1
1,2025-02-14 12:00:00,21.6,24.2,14.1,49.5,5.0,3.9
1,2025-02-14 13:00:00,12.9,24.2,15.0,53.9,18.1,282.1
1,2025-02-14 14:00:00,6.4,17.6,6.8,46.2,14.7,232.1
1,2025-02-14 15:00:00,14.1,18.1,9.7,57.9,5.6,206.4
1,2025-02-14 16:00:00,2.7,14.3,6.3,60.1,15.5,30.6
1,2025-02-14 17:00:00,-1.5,8.6,3.4,74.0,12.6,28.6
1,2025-02-14 18:00:00,3.7,8.2,1.5,66.6,4.1,23.3
1,2025-02-14 19:00:00,3.4,8.6,4.9,81.3,6.0,247.0
1,2025-02-14 20:00:00,-3.7,9.3,3.1,68.8,16.6,100.6
1,2025-02-14 21:00:00,2.1,5.9,1.0,75.5,3.0,83.9
1,2025-02-14 22:00:00,-5.5,5.9,1.4,77.3,13.9,288.4
1,2025-02-14 23:00:00,-5.0,6.3,2.6,81.5,14.1,25.1
1,2025-02-15 00:00:00,-1.7,9.0,4.2,76.1,13.7,247.2
1,2025-02-15 01:00:00,-2.5,8.1,3.2,75.5,13.3,317.5
1,2025-02-15 02:00:00,-5.1,6.4,1.7,76.4,14.2,65.1
1,2025-02-15 03:00:00,1.3,13.3,5.3,60.1,15.8,269.5
1,2025-02-15 04:00:00,5.4,12.6,6.3,68.7,9.3,123.5
1,2025-02-15 05:00:00,5.6,16.8,7.4,52.8,15.1,67.1
1,2025-02-15 06:00:00,4.9,17.4,8.6,56.2,17.4,32.1
1,2025-02-15 07:00:00,9.2,20.0,9.2,46.2,14.8,341.6
1,2025-02-15 08:00:00,17.4,22.8,11.6,44.1,7.8,241.4
1,2025-02-15 09:00:00,15.6,25.7,14.1,42.1,15.2,278.3
1,2025-02-15 10:00:00,14.3,22.7,10.6,39.4,11.4,178.1
1,2025-02-15 11:00:00,16.9,25.4,13.5,40.6,12.6,48.7
1,2025-02-15 12:00:00,23.0,25.3,13.1,39.1,3.5,52.8
1,2025-02-15 13:00:00,10.3,19.2,9.7,52.6,12.5,211.7
1,2025-02-15 14:00:00,3.5,17.8,9.1,56.6,20.1,138.5
1,2025-02-15 15:00:00,11.8,18.6,10.1,57.4,9.8,253.1
1,2025-02-15 16:00:00,12.0,13.4,4.9,57.3,0.5,87.2
1,2025-02-15 17:00:00,0.8,13.2,6.2,64.8,16.6,10.3
1,2025-02-15 18:00:00,6.6,11.7,6.2,72.4,6.2,68.0
1,2025-02-15 19:00:00,0.9,7.6,2.7,75.3,7.6,126.6
1,2025-02-15 20:00:00,1.5,7.7,4.8,85.3,7.3,196.0
1,2025-02-15 21:00:00,-0.5,5.0,-0.4,73.1,5.1,250.1
1,2025-02-15 22:00:00,-9.0,3.1,-2.5,72.0,14.2,334.7
1,2025-02-15 23:00:00,-0.2,7.6,3.9,81.3,9.4,251.1
1,2025-02-16 00:00:00,-5.2,2.2,-2.5,76.5,7.4,58.3
1,2025-02-16 01:00:00,-7.8,2.7,-3.3,70.1,11.8,148.2
1,2025-02-16 02:00:00,-0.4,10.9,4.0,65.3,14.4,73.0
1,2025-02-16 03:00:00,8.8,13.2,6.6,67.2,5.4,134.7
1,2025-02-16 04:00:00,6.5,16.2,7.4,55.9,13.0,143.9
1,2025-02-16 05:00:00,8.4,19.3,10.3,55.1,15.7,288.9
1,2025-02-16 06:00:00,19.4,22.0,11.7,48.7,4.0,16.1
1,2025-02-16 07:00:00,10.5,20.6,9.2,42.8,13.6,330.1
1,2025-02-16 08:00:00,17.7,24.4,14.7,51.3,11.2,290.0
1,2025-02-16 09:00:00,18.7,23.8,13.2,46.9,8.0,43.0
1,2025-02-16 10:00:00,16.4,25.9,15.4,47.7,15.4,358.0
1,2025-02-16 11:00:00,19.2,24.6,13.5,44.5,8.5,224.2
1,2025-02-16 12:00:00,15.2,23.2,11.0,39.2,10.9,242.5
1,2025-02-16 13:00:00,16.1,22.2,10.6,42.1,8.3,210.5
1,2025-02-16 14:00:00,23.1,24.4,16.1,58.6,4.6,91.2
1,2025-02-16 15:00:00,6.6,16.2,7.7,57.5,13.0,336.1
1,2025-02-16 16:00:00,7.0,15.5,7.8,61.7,11.5,145.0
1,2025-02-16 17:00:00,6.5,12.2,7.0,74.2,7.4,220.6
1,2025-02-16 18:00:00,7.8,10.3,4.2,69.5,2.0,48.3
1,2025-02-16 19:00:00,-4.6,4.1,-0.1,78.9,9.7,149.7
1,2025-02-16 20:00:00,0.9,3.8,-1.2,74.9,1.3,222.4
1,2025-02-16 21:00:00,0.6,10.2,6.4,81.1,12.8,143.0
1,2025-02-16 22:00:00,-4.8,2.7,-1.1,80.8,7.8,66.6
1,2025-02-16 23:00:00,-8.6,3.5,-1.5,74.8,14.3,291.4
1,2025-02-17 00:00:00,-3.6,5.7,-0.1,71.0,10.7,289.9
1,2025-02-17 01:00:00,-0.6,6.3,1.4,75.3,7.5,271.8
1,2025-02-17 02:00:00,4.3,8.9,2.3,67.2,4.5,102.8
1,2025-02-17 03:00:00,-5.0,10.9,1.5,53.0,20.3,120.0
1,2025-02-17 04:00:00,0.9,14.2,5.6,57.0,17.7,214.5
1,2025-02-17 05:00:00,11.6,18.3,9.4,55.7,9.3,213.5
1,2025-02-17 06:00:00,19.4,20.8,10.6,49.2,2.0,241.1
1,2025-02-17 07:00:00,18.1,23.9,14.6,53.5,10.0,6.0
1,2025-02-17 08:00:00,17.4,22.2,11.0,43.9,6.6,57.1
1,2025-02-17 09:00:00,18.3,23.1,11.4,41.7,6.7,100.5
1,2025-02-17 10:00:00,13.1,21.1,7.4,31.4,9.4,97.0
1,2025-02-17 11:00:00,17.8,23.1,12.3,46.0,8.0,94.5
1,2025-02-17 12:00:00,13.9,24.0,13.7,48.7,15.6,40.0
1,2025-02-17 13:00:00,12.6,22.6,11.6,45.1,14.4,311.1
1,2025-02-17 14:00:00,14.8,23.8,13.8,50.1,14.1,224.2
1,2025-02-17 15:00:00,8.0,15.7,8.2,62.3,10.5,278.9
1,2025-02-17 16:00:00,1.6,13.7,7.1,66.8,16.5,226.4
1,2025-02-17 17:00:00,8.6,12.3,5.0,63.6,3.9,336.4
1,2025-02-17 18:00:00,-4.9,11.1,5.2,70.5,21.5,39.1
1,2025-02-17 19:00:00,-3.2,7.2,2.7,77.6,12.9,317.2
1,2025-02-17 20:00:00,-9.0,4.1,0.9,83.8,16.2,41.2
1,2025-02-17 21:00:00,-2.0,5.7,0.4,73.4,8.4,288.7
1,2025-02-17 22:00:00,-0.6,5.6,1.5,79.6,6.5,104.6
1,2025-02-17 23:00:00,-7.9,7.2,3.0,78.9,19.7,60.6
1,2025-02-18 00:00:00,4.0,7.7,2.9,76.2,3.4,48.3
1,2025-02-18 01:00:00,3.3,8.3,2.2,69.3,5.0,233.3
1,2025-02-18 02:00:00,-5.6,8.7,1.2,62.4,18.0,150.4
1,2025-02-18 03:00:00,9.2,14.2,7.4,66.0,6.5,127.7
1,2025-02-18 04:00:00,1.8,13.3,5.9,63.0,15.2,273.7
1,2025-02-18 05:00:00,10.9,17.1,9.4,61.7,8.8,210.2
1,2025-02-18 06:00:00,13.5,22.3,15.2,64.6,15.0,57.5
1,2025-02-18 07:00:00,9.4,18.9,9.1,51.2,13.1,23.5
1,2025-02-18 08:00:00,15.1,21.5,10.7,45.9,8.9,112.8
1,2025-02-18 09:00:00,22.1,26.8,16.3,47.5,8.9,321.4
1,2025-02-18 10:00:00,21.6,24.4,13.2,43.8,4.6,347.7
1,2025-02-18 11:00:00,18.1,24.3,11.9,38.1,8.6,198.6
1,2025-02-18 12:00:00,23.5,28.6,17.2,43.1,9.5,41.5
1,2025-02-18 13:00:00,12.7,19.6,9.3,48.4,9.3,356.5
1,2025-02-18 14:00:00,5.6,16.1,3.7,37.9,12.6,185.5
1,2025-02-18 15:00:00,3.4,11.3,2.3,55.2,9.0,22.9
1,2025-02-18 16:00:00,7.7,15.3,6.4,55.3,9.6,61.6
1,2025-02-18 17:00:00,0.1,10.8,4.5,68.3,13.7,300.7
1,2025-02-18 18:00:00,0.1,7.5,2.3,74.1,8.5,251.4
1,2025-02-18 19:00:00,2.1,8.6,2.2,68.0,7.2,356.4
1,2025-02-18 20:00:00,1.6,6.2,1.6,77.2,4.3,128.4
1,2025-02-18 21:00:00,-1.9,4.2,-0.0,78.9,6.0,239.2
1,2025-02-18 22:00:00,-9.4,3.3,-1.2,77.4,15.3,216.5
1,2025-02-18 23:00:00,2.5,8.0,4.6,82.9,6.4,175.5
1,2025-02-19 00:00:00,-3.6,7.2,3.2,80.0,13.6,8.6
1,2025-02-19 01:00:00,-6.7,3.1,-3.3,68.2,10.8,158.2
1,2025-02-19 02:00:00,4.2,10.6,4.7,70.3,7.7,215.0
1,2025-02-19 03:00:00,4.3,10.0,3.9,69.7,6.4,223.2
1,2025-02-19 04:00:00,7.2,14.0,4.5,52.5,7.9,280.4
1,2025-02-19 05:00:00,14.6,18.7,9.6,54.3,5.7,242.5
1,2025-02-19 06:00:00,9.4,16.9,8.1,56.1,10.1,99.9
1,2025-02-19 07:00:00,12.1,21.6,11.0,46.8,13.5,311.9
1,2025-02-19 08:00:00,11.2,23.4,9.8,32.0,16.0,258.4
1,2025-02-19 09:00:00,8.3,20.5,9.4,44.4,16.8,250.8
1,2025-02-19 10:00:00,17.4,24.2,11.5,36.4,9.1,112.6
1,2025-02-19 11:00:00,18.6,26.5,15.6,45.6,13.0,245.9
1,2025-02-19 12:00:00,23.6,24.7,13.3,42.9,2.2,165.9
1,2025-02-19 13:00:00,10.7,20.3,10.0,48.7,13.5,82.2
1,2025-02-19 14:00:00,16.6,22.6,14.5,59.6,10.6,218.5
1,2025-02-19 15:00:00,16.6,21.0,12.3,56.4,7.2,146.7
1,2025-02-19 16:00:00,5.1,15.1,6.2,55.6,13.0,8.3
1,2025-02-19 17:00:00,3.6,10.6,5.2,72.9,8.7,99.4
1,2025-02-19 18:00:00,-6.2,8.2,1.7,67.7,18.3,348.3
1,2025-02-19 19:00:00,3.5,8.0,1.6,67.8,4.2,70.9
1,2025-02-19 20:00:00,-3.0,4.9,1.5,82.9,9.0,45.8
1,2025-02-19 21:00:00,1.7,5.3,0.3,74.8,2.6,338.5
1,2025-02-19 22:00:00,-0.7,4.1,0.2,80.6,4.3,260.5
1,2025-02-19 23:00:00,-2.5,7.5,2.6,75.5,12.2,290.0
1,2025-02-20 00:00:00,2.1,6.6,1.9,76.6,4.3,190.8
1,2025-02-20 01:00:00,2.3,8.8,3.3,72.7,7.5,346.7
1,2025-02-20 02:00:00,2.4,9.8,4.1,71.3,8.9,220.8
1,2025-02-20 03:00:00,0.6,9.8,3.2,66.9,11.3,349.3
1,2025-02-20 04:00:00,6.5,14.8,7.7,64.5,11.3,221.5
1,2025-02-20 05:00:00,12.8,17.4,8.9,57.6,6.2,18.1
1,2025-02-20 06:00:00,16.8,21.2,10.3,45.7,6.0,138.3
1,2025-02-20 07:00:00,12.4,21.4,9.7,41.3,12.1,332.0
1,2025-02-20 08:00:00,18.9,25.6,16.2,53.1,12.1,112.0
1,2025-02-20 09:00:00,17.8,25.4,12.4,35.2,10.5,327.4
1,2025-02-20 10:00:00,22.0,26.9,15.2,41.3,8.1,174.9
1,2025-02-20 11:00:00,14.3,22.7,9.8,35.6,10.9,8.7
1,2025-02-20 12:00:00,8.8,22.0,10.9,44.3,18.6,155.8
1,2025-02-20 13:00:00,13.0,21.1,12.0,54.3,12.2,126.1
1,2025-02-20 14:00:00,8.9,19.7,10.7,54.8,15.7,48.1
1,2025-02-20 15:00:00,7.3,16.9,7.4,52.5,12.7,21.6
1,2025-02-20 16:00:00,11.0,15.7,8.2,62.6,6.3,145.2
1,2025-02-20 17:00:00,4.8,11.8,3.3,57.5,8.0,174.0
1,2025-02-20 18:00:00,3.3,10.2,3.8,68.0,8.1,315.8
1,2025-02-20 19:00:00,-1.2,9.6,3.5,69.7,13.6,327.2
1,2025-02-20 20:00:00,-2.9,1.9,-3.0,75.4,3.6,124.6
1,2025-02-20 21:00:00,-5.1,2.5,-2.3,76.2,7.8,314.7
1,2025-02-20 22:00:00,-2.8,5.4,1.5,80.3,9.4,307.2
1,2025-02-20 23:00:00,-0.3,8.8,3.8,74.8,11.3,241.2
1,2025-02-21 00:00:00,-8.3,5.8,1.1,76.7,17.7,8.3
1,2025-02-21 01:00:00,-5.6,5.7,2.2,82.3,14.0,297.4
1,2025-02-21 02:00:00,-4.0,9.9,4.2,71.5,18.3,41.4
1,2025-02-21 03:00:00,2.9,14.5,7.6,65.5,15.9,45.1
1,2025-02-21 04:00:00,0.1,12.8,4.3,57.6,16.5,30.9
1,2025-02-21 05:00:00,11.6,17.7,10.2,62.5,9.0,72.3
1,2025-02-21 06:00:00,11.6,20.4,8.8,41.8,11.6,125.7
1,2025-02-21 07:00:00,11.6,19.3,9.8,52.3,10.8,40.6
1,2025-02-21 08:00:00,20.4,23.6,13.1,47.7,5.4,264.2
1,2025-02-21 09:00:00,18.4,27.5,16.6,45.6,15.1,16.2
1,2025-02-21 10:00:00,14.7,23.5,10.0,32.6,11.3,112.9
1,2025-02-21 11:00:00,24.1,25.6,14.0,42.2,3.0,292.4
1,2025-02-21 12:00:00,13.4,24.9,15.1,50.9,18.3,262.3
1,2025-02-21 13:00:00,23.6,24.5,14.5,50.1,2.8,59.2
1,2025-02-21 14:00:00,16.5,17.5,8.2,53.5,0.8,212.5
1,2025-02-21 15:00:00,13.4,17.6,9.6,60.0,6.0,134.5
1,2025-02-21 16:00:00,4.0,12.6,5.0,62.1,10.8,11.0
1,2025-02-21 17:00:00,1.5,12.6,5.2,62.8,14.4,248.7
1,2025-02-21 18:00:00,2.1,11.1,4.6,67.5,11.4,286.1
1,2025-02-21 19:00:00,-1.9,7.3,1.9,72.8,10.9,336.7
1,2025-02-21 20:00:00,-1.0,3.4,-1.7,74.7,3.3,330.7
1,2025-02-21 21:00:00,1.3,5.1,1.2,80.4,3.1,103.3
1,2025-02-21 22:00:00,-5.0,3.1,-2.6,71.4,8.4,223.2
1,2025-02-21 23:00:00,-2.1,4.4,1.0,83.2,6.9,208.2
1,2025-02-22 00:00:00,0.9,6.1,3.0,84.6,5.5,215.0
1,2025-02-22 01:00:00,0.6,8.4,1.5,65.4,8.8,163.9
1,2025-02-22 02:00:00,1.3,12.3,4.3,59.9,14.1,308.0
1,2025-02-22 03:00:00,8.4,16.7,8.3,58.2,11.4,248.1
1,2025-02-22 04:00:00,13.1,17.1,10.5,66.9,6.1,294.1
1,2025-02-22 05:00:00,10.9,18.0,10.0,60.1,10.3,157.9
1,2025-02-22 06:00:00,18.4,22.6,14.0,57.2,7.6,185.5
1,2025-02-22 07:00:00,16.3,23.8,11.6,39.0,10.4,138.3
1,2025-02-22 08:00:00,12.8,20.3,8.6,41.5,9.6,26.2
1,2025-02-22 09:00:00,20.5,26.5,15.2,43.5,9.9,120.1
1,2025-02-22 10:00:00,21.2,27.5,16.5,45.1,11.0,356.8
1,2025-02-22 11:00:00,18.4,25.6,12.2,33.0,9.6,352.5
1,2025-02-22 12:00:00,16.7,25.7,13.9,41.1,13.5,329.1
1,2025-02-22 13:00:00,17.1,23.2,13.1,49.7,9.7,1.0
1,2025-02-22 14:00:00,15.2,20.1,10.5,51.9,7.0,167.5
1,2025-02-22 15:00:00,13.4,19.4,11.6,61.2,9.4,153.0
1,2025-02-22 16:00:00,1.0,14.9,8.4,67.6,19.6,298.8
1,2025-02-22 17:00:00,2.6,13.7,9.3,78.0,15.9,124.4
1,2025-02-22 18:00:00,8.9,13.3,8.8,77.6,6.2,237.3
1,2025-02-22 19:00:00,-4.6,5.6,0.5,74.6,12.1,163.3
1,2025-02-22 20:00:00,0.2,7.4,2.9,77.7,8.4,303.6
1,2025-02-22 21:00:00,-5.4,5.3,1.0,78.3,12.9,263.7
1,2025-02-22 22:00:00,-4.5,6.3,4.4,90.7,13.8,182.1
1,2025-02-22 23:00:00,-7.0,4.7,0.0,76.5,14.1,317.8
1,2025-02-23 00:00:00,-9.7,6.4,3.0,82.9,21.0,102.9
1,2025-02-23 01:00:00,-5.5,7.3,3.0,78.3,16.4,341.7
1,2025-02-23 02:00:00,6.4,10.1,4.2,70.4,3.7,38.1
1,2025-02-23 03:00:00,-0.7,12.7,5.3,62.8,17.8,292.6
1,2025-02-23 04:00:00,8.7,13.6,6.0,62.1,5.8,202.0
1,2025-02-23 05:00:00,15.7,20.6,10.7,50.6,7.0,4.3
1,2025-02-23 06:00:00,10.2,18.0,8.6,52.9,10.6,123.1
1,2025-02-23 07:00:00,19.1,21.7,9.7,40.1,2.9,105.7
1,2025-02-23 08:00:00,11.6,22.4,9.3,34.4,14.1,329.5
1,2025-02-23 09:00:00,12.8,23.4,10.5,35.5,14.3,210.0
1,2025-02-23 10:00:00,20.6,27.2,14.2,34.8,9.6,31.3
1,2025-02-23 11:00:00,22.6,23.3,11.4,40.4,0.7,339.5
1,2025-02-23 12:00:00,10.1,24.5,14.0,47.5,21.7,79.1
1,2025-02-23 13:00:00,17.8,25.6,14.5,44.6,12.3,278.8
1,2025-02-23 14:00:00,16.9,23.4,12.6,46.2,9.8,48.5
1,2025-02-23 15:00:00,9.8,14.8,5.5,53.7,5.7,347.4
1,2025-02-23 16:00:00,3.8,14.4,6.7,61.4,14.2,284.9
1,2025-02-23 17:00:00,13.5,16.3,9.1,63.8,3.9,163.1
1,2025-02-23 18:00:00,-4.5,8.1,0.9,63.9,15.5,269.4
1,2025-02-23 19:00:00,4.0,7.8,3.6,79.0,3.6,284.8
1,2025-02-23 20:00:00,-7.0,5.4,1.4,80.2,15.4,160.2
1,2025-02-23 21:00:00,-4.7,7.0,3.7,83.6,14.9,69.6
1,2025-02-23 22:00:00,-10.4,3.3,-0.7,79.8,16.8,300.7
1,2025-02-23 23:00:00,-5.5,3.8,0.2,82.0,10.7,50.7
1,2025-02-24 00:00:00,-0.0,5.0,1.3,81.7,4.8,229.5
1,2025-02-24 01:00:00,5.1,8.9,3.9,75.2,3.7,157.1
1,2025-02-24 02:00:00,1.7,8.8,4.0,76.0,8.5,290.0
1,2025-02-24 03:00:00,-0.4,11.5,5.8,71.4,15.8,169.2
1,2025-02-24 04:00:00,13.8,15.6,9.2,68.0,2.5,196.5
1,2025-02-24 05:00:00,17.9,21.0,13.2,61.0,5.8,116.0
1,2025-02-24 06:00:00,10.3,18.8,8.2,46.9,11.2,95.8
1,2025-02-24 07:00:00,9.1,23.1,11.6,42.7,19.9,7.3
1,2025-02-24 08:00:00,10.6,26.3,13.2,34.3,22.3,136.3
1,2025-02-24 09:00:00,20.5,26.2,14.1,39.4,8.7,345.2
1,2025-02-24 10:00:00,10.9,24.5,11.5,35.0,18.8,61.3
1,2025-02-24 11:00:00,23.9,25.3,12.1,34.1,1.5,227.7
1,2025-02-24 12:00:00,15.1,23.8,12.4,42.9,12.6,82.8
1,2025-02-24 13:00:00,16.8,23.1,13.6,52.7,10.3,341.0
1,2025-02-24 14:00:00,16.8,20.6,10.3,48.7,5.2,43.8
1,2025-02-24 15:00:00,13.6,19.5,10.3,53.8,8.5,28.0
1,2025-02-24 16:00:00,10.2,13.4,5.5,60.6,3.3,224.0
1,2025-02-24 17:00:00,-0.5,10.6,2.9,61.6,13.8,128.9
1,2025-02-24 18:00:00,0.5,11.6,5.3,68.7,14.6,79.9
1,2025-02-24 19:00:00,-2.2,7.4,2.8,77.1,11.7,334.9
